abstract,fus_related
"Diffuse intrinsic pontine gliomas (DIPG) are high grade glioma (HGG) that occur primarily in children, and represent a leading cause of death in pediatric patients with brain tumors with a median overall survival of only 8-11 months. While these lesions were previously thought to behave similarly to adult HGG, emerging data have demonstrated that DIPG are a biologically distinct entity from adult HGG frequently driven by mutations in the histone genes H3.3 and H3.1 not found in adult glioma. While biopsy of DIPG was historically felt to confer unacceptable risk of morbidity and mortality, multiple studies have demonstrated that stereotactic biopsy of DIPG is safe, allowing not only for improved understanding of DIPG but also forming the basis for protocols for personalized medicine in DIPG. However, current options for personalized medicine in DIPG are limited by the lack of efficacious targeted therapies for the mutations commonly found in DIPG. Multiple treatment modalities including targeted therapies, immunotherapy, convection enhanced delivery (CED), and focused ultrasound, are in various stages of investigation.",1
"Diffuse Intrinsic Pontine Glioma (DIPG), now known as Diffuse Midline Glioma (DMG) is a devastating pediatric brain tumor with limited treatment options and a very poor prognosis. Despite more than 250 clinical trials aimed to treat children diagnosed with DMG, no curative therapies currently exist for this patient population. A major obstacle has been the intact blood brain barrier (BBB) which prevents most therapeutics from crossing into the tumor bed. Focused Ultrasound (FUS) is an emerging, noninvasive medical technology which has been shown in both preclinical and clinical research to disrupt the blood brain barrier safely and temporarily. FUS blood brain barrier opening has been studied in combination with chemotherapies in preclinical DMG models, and this technology is now being investigated in clinical trials for the treatment of pediatric brain tumors. Focused ultrasound has additional mechanisms of action, including sonodynamic therapy and radiation sensitization, that hold promise as future DMG therapies as well. This paper, largely based off the proceedings from a workshop held by the Focused Ultrasound Foundation in October of 2021, summarizes the current state of the field of focused ultrasound for DIPG/DMG, including preclinical, technical, and clinical summaries in addition to recommended next steps for continued advancement of the game changing technology of Focused Ultrasound.",1
"INTRODUCTION: Essential tremor (ET) is one of the most prevalent movement disorders in adults and may be highly disabling for some. Magnetic resonance image-guided high-intensity focused ultrasound (MRIgFUS) has been shown to control tremor efficaciously and with acceptable risk. To date, paresthesia and ataxia are the most common adverse effects (AE). Nevertheless, the impact of MRIgFUS thalamotomy on balance is not well established. METHODS: Thirty-two patients underwent MRIgFUS for ET and completed 6 months of follow-up. Tremor severity and functional disability were assessed using the Essential Tremor Rating Scale and the Quality of Life in Essential Tremor Questionnaire. The Berg Balance Scale (BBS) was applied to objectively measure balance status. RESULTS: All treatments were successful. The sonication target was 1-2 mm above the depth of the intercommissural line. Procedures lasted less the 2 h, with an average of 8 sonications per patient. Twenty-four patients were included in the tremor analysis. The hand tremor score was improved by 76% after 6 months of follow-up and 87% of patients self-reported marked improvement (≥75%). Disability scores showed marked improvement (78%), leading to a significant improvement in quality of life. At the final follow-up, 48% of the patients reported no side effects. When present, AE were generally transient and were considered mild in 96% of affected patients. Paresthesia and subjective feeling of unsteadiness were the most common persistent complaints (23% and 20%, respectively). Regarding objective ataxia, BBS scores remained stable throughout follow-up for most patients. Only 2 patients suffered a mild worsening of balance although no patients experienced moderate or severe ataxia. CONCLUSIONS: Subjective feeling of unsteadiness is one of the most frequent AE after MRIgFUS, although objective ataxia is infrequent and mild. Selecting the most appropriate lesion location and procedural parameters should increase treatment benefits while reducing side effects.",1
"OBJECTIVE: One of the key metrics that is used to predict the likelihood of success of MR-guided focused ultrasound (MRgFUS) thalamotomy is the overall calvarial skull density ratio (SDR). However, this measure does not fully predict the sonication parameters that would be required or the technical success rates. The authors aimed to assess other skull characteristics that may also contribute to technical success. METHODS: The authors retrospectively studied consecutive patients with essential tremor who were treated by MRgFUS at their center between 2017 and 2021. They evaluated the correlation between the different treatment parameters, particularly maximum power and energy delivered, with a range of patients' skull metrics and demographics. Machine learning algorithms were applied to investigate whether sonication parameters could be predicted from skull density metrics alone and whether including combined local transducer SDRs with overall calvarial SDR would increase model accuracy. RESULTS: A total of 62 patients were included in the study. The mean age was 77.1 (SD 9.2) years, and 78% of treatments (49/63) were performed in males. The mean SDR was 0.51 (SD 0.10). Among the evaluated metrics, SDR had the highest correlation with the maximum power used in treatment (ρ = -0.626, p < 0.001; proportion of local SDR values ≤ 0.8 group also had ρ = +0.626, p < 0.001) and maximum energy delivered (ρ = -0.680, p < 0.001). Machine learning algorithms achieved a moderate ability to predict maximum power and energy required from the local and overall SDRs (accuracy of approximately 80% for maximum power and approximately 55% for maximum energy), and high ability to predict average maximum temperature reached from the local and overall SDRs (approximately 95% accuracy). CONCLUSIONS: The authors compared a number of skull metrics against SDR and showed that SDR was one of the best indicators of treatment parameters when used alone. In addition, a number of other machine learning algorithms are proposed that may be explored to improve its accuracy when additional data are obtained. Additional metrics related to eventual sonication parameters should also be identified and explored.",1
"INTRODUCTION: Magnetic resonance-guided focused ultrasound (MRgFUS) thalamotomy is an innovative method for the unilateral treatment of essential tremor (ET) and Parkinson's disease (PD) related tremor. Our aim was to assess cognitive changes following MRgFUS thalamotomy to better investigate its safety profile. METHODS: We prospectively investigated the cognitive and neurobehavioral profile of patients consecutively undergoing MRgFUS within a 2-year period. Patients had a comprehensive clinical and neuropsychological assessment before and six months after MRgFUS thalamotomy. RESULTS: The final sample consisted of 40 patients (males 38; mean age±SD 67.7 ± 10.7; mean disease duration±SD 9.3 ± 5.6; ET 22, PD 18 patients). For the whole sample, improvements were detected in tremor (Fahn-Tolosa-Marin Clinical Rating Scale for tremor 35.79 ± 14.39 vs 23.03 ± 10.95; p < 0.001), anxiety feelings (Hamilton Anxiety rating scale 5.36 ± 3.80 vs 2.54 ± 3.28, p < 0.001), in the overall cognitive status (MMSE 25.93 ± 3.76 vs 27.54 ± 2.46, p 0.003; MOCA 22.80 ± 4.08 vs 24.48 ± 3.13, p < 0.001), and in quality of life (Quality of life in Essential Tremor Questionnaire 36.14 ± 12.91 vs 5.14 ± 6.90, p < 0.001 and PD Questionnaire-8 5.61 ± 4.65 vs 1.39 ± 2.33, p 0.001). No changes were detected in frontal and executive functions, verbal fluency and memory, abstract reasoning and problem-solving abilities. CONCLUSION: Our study moves a step forward in establishing the cognitive sequelae of MRgFUS thalamotomy and in endorsing effectiveness and safety.",1
"An orthotopically allografted mouse GL26 glioma model (Ccr2RFP/wt-Cx3cr1GFP/wt) was used to evaluate the effect of transient, focal opening of the blood-brain barrier (BBB) on the composition of tumor-associated macrophages and microglia (TAMs). BBB opening was induced by magnetic resonance imaging (MRI)-guided focused ultrasound (MRgFUS) combined with microbubbles. CX3CR1-GFP cells and CCR2-RFP cells in brain tumors were quantified in microscopic images. Tumors in animals treated with a single session of MRgFUS did not exhibit significant changes in cell numbers when compared with tumors in animals not receiving FUS. However, tumors that received two or three sessions of MRgFUS had significantly increased amounts of both CX3CR1-GFP and CCR2-RFP cells. The effect of MRgFUS on immune cell composition was also characterized and quantified using flow cytometry. Glioma implantation resulted in increased amounts of lymphocytes, monocytes and neutrophils in the brain parenchyma. Tumors administered MRgFUS exhibited increased numbers of monocytes and monocyte-derived TAMs. In addition, MRgFUS-treated tumors exhibited more CD80+ cells in monocytes and microglia. In summary, transient, focal opening of the BBB using MRgFUS combined with microbubbles can activate the homing and differentiation of monocytes and induce a shift toward a more pro-inflammatory status of the immune environment in glioblastoma.",1
"OBJECTIVES: This study aims to determine the effect of low-intensity focused ultrasound (LIFU) in ischemic heart failure (IHF) and explore the potential neuroimmune mechanism. METHODS: Sprague-Dawley rats were subjected to ultrasound (US) with specific parameters, and electrocardiograms were recorded to analyze the effect of LIFU and/or vagal denervation on heart rate. Thereafter, myocardial infarction (MI) was induced by left anterior artery ligation, and LIFU was performed three times a day for 25 days after MI. Echocardiography, Masson staining, and ELISA were used to evaluate the effect of LIFU on the structure and function of the heart. Finally, ELISA, flow cytometry, qRT-PCR, and Western blot analysis were performed to determine the effect of LIFU on the inflammation and the expression of the cholinergic anti-inflammatory pathway (CAP)-related mediators. RESULTS: LIFU reduced heart rate in rats (control vs LIFU, P < .01), and vagotomy (VT) eliminated this effect of LIFU on heart rate (VT vs LIFU + VT, P > .01). LIFU-ameliorated IHF in terms of cardiac structure and function (MI vs MI + LIFU, P < .01), but VT abrogated the beneficial effect of LIFU (MI + VT vs MI + LIFU + VT, P > .01). After the treatment of LIFU, decreased levels of inflammatory cytokines, increased proportion of anti-inflammatory macrophages, and increased expression of CAP-related mediators (MI vs MI + LIFU, P < .01). CONCLUSIONS: LIFU ameliorates IHF whereas the CAP plays a promising role. LIFU has the potential to be a novel nonpharmacological and noninvasive therapy for the treatment of coronary artery disease and other cardiovascular diseases.",1
"OBJECTIVE: This study aimed to compare the efficacy and safety of focused ultrasound (FU) at different focal depths in treating vulvar lichen sclerosus (VLS). METHODS: A retrospective study was conducted on 84 patients with VLS. Among them, 43 cases were treated with FU at a focal depth of 2.5 mm and 41 cases at a focal depth of 4.0 mm. Therapeutic time, treatment energy, postoperative efficacy, complications and recurrence rates were compared. RESULTS: No statistically substantially differences in age, disease course, history of immune system diseases, lesion size and severity of symptoms were found between the two groups. All patients successfully received FU therapy. No significant difference in curative rate was observed between the two groups at 3, 6 and 12 months after FU therapy. At 12 months after FU therapy, the recurrence rate of the experimental group (FU treatment at 2.5 mm focal depth) was lower than the control group (FU treatment at 4.0 mm focal depth) (7.0% vs 24.4%, p = 0.027). The experimental group was treated for a shorter period of time [22.69 ± 0.64 (min) vs 24.93 ± 0.72(min), p = 0.022] and at a lower dose[5,026.05 ± 148.00(J) vs 5,484.26 ± 160.60(J) p = 0.039]. CONCLUSION: Compared with that at the routine focal depth (4.0 mm), FU therapy at a low treatment depth (2.5 mm) can achieve a similar therapeutic effect but lower recurrence rate, therapeutic time and treatment energy. This work provides insight into the optimization of clinical protocols.",1
"OBJECTIVE: To compare the acute and chronic safety and treatment effects of non-invasive hepatic histotripsy vs. percutaneous microwave (MW) ablation in a healthy porcine model. METHODS: This was a dual-arm study in which each animal (n = 14) received either a single hepatic microwave (n = 6) or histotripsy (n = 6 single treatment; n = 2 double treatment) under ultrasound guidance. The goal was to create 2.5-3.0 cm short-axis treatments in similar locations across modalities. Animals were survived for 1 month with contrast-enhanced CT imaging on days 0, 2, 7, 14, and 28. On day 28, necropsy and histopathology were performed. RESULTS: All procedures were well-tolerated. MW ablation zones were longer and more oblong, but equivalent in the short axes to histotripsy zones on immediate post-procedure CT (p < 0.001 and p = 0.45, respectively). Overall, MW volumes were larger (21.4 cm3 vs. 13.4 cm3; p = 0.001) and histotripsy treatment zones were more spherical (p = 0.007). Histotripsy zones were close to the prescribed size (p < 0.001). Over the study period, histotripsy treatment zones decreased in volume while microwave ablation zones slightly increased (-83% vs. +17%, p = 0.001). There were several imaging-only findings: Branch portal vein thrombus with both histotripsy (7/8) and MW (6/6), hematoma in 2/6 MW only, and a gallbladder injury in 1/6 MW animals. The ablation zones demonstrated complete cellular destruction for both modalities. CONCLUSION: Histotripsy was associated with more spherical treatments, fewer biliary complications, and greater treatment zone involution. Hepatic MW and histotripsy treatment in a normal porcine model appear at least equally effective for creating treatment zones with a similar safety profile. KEY POINTS: • Microwave ablation and histotripsy for liver treatment in a healthy porcine model yield equivalent procedural tolerance and cellular destruction. • Histotripsy was associated with more spherical treatments, fewer biliary complications, and greater treatment zone involution over the 28-day follow-up period. • These findings confirm the safety and efficacy of hepatic histotripsy and support the pursuit of clinical trials to further evaluate the translatability of these results.",1
"A toroidal high-intensity focused ultrasound (HIFU) transducer was used to non-invasively treat liver tissues in vivo in a pig model. The transducer was divided into 32 concentric rings with equal surface areas operating at 2.5 MHz. First, attenuation of skin, fat, muscle and liver tissues was measured in fresh animal samples to adjust the energy delivered to the focal zone. Then, 8 animals were included in the present protocol and placed in a dorsal decubitus proclive position at an angle of 15°. The device was held by hand, and sonications were performed during apnea. Two thermal HIFU lesions were created in 40 s in each animal. The average abdominal wall thickness was 14.8 ± 1.3 mm (12.5-17.6 mm). The longest and shortest axes of the HIFU ablations were 20.9 ± 6.3 mm (14.0-33.7 mm) and 14.2 ± 5.5 mm (7.0-22.0 mm), respectively. All HIFU lesions were visible on sonograms. The correlation between the dimensions of the HIFU lesions observed on sonograms and those obtained during gross examination was r = 0.84. Creating large and fast ablations with reliable ultrasound imaging guidance in the liver using this handheld device may represent a new therapeutic option for patients with liver tumors.",1
