abstract,fus_related
"OBJECTIVE: Precise control over the ultrasound field parameters experienced by biological samples during sonication experiments in vitro may be quite challenging. The main goal of this work was to outline an approach to construction of sonication test cells that would minimize the interaction between the test cells and ultrasound. METHODS: Optimal dimensions of the test cell were determined through measurements conducted in a water sonication tank using 3D-printed test objects. The offset of local acoustic intensity variability inside the sonication test cell was set to value of ±50% of the reference value (i.e., local acoustic intensity measured at last axial maximum in the free-field condition). The cytotoxicity of several materials used for 3D printing was determined using the MTT (3-[4,5-dimethylthiazol-2-yl]-2,5 diphenyl tetrazolium bromide) assay. RESULTS: The sonication test cells were 3D printed from polylactic acid material, which was not toxic to the cells. Silicone membrane HT-6240, which was used to construct the bottom of the test cell, was found to reduce ultrasound energy minimally. Final ultrasound profiles inside the sonication test cells indicated the desired variability of local acoustic intensity. The cell viability in our sonication test cell was comparable to that of commercial culture plates with bottoms constructed with silicone membrane. CONCLUSION: An approach to construction of sonication test cells minimizing the interaction of the test cell and ultrasound has been outlined.",0
"Focused ultrasound is a novel technique for the treatment of aggressive brain tumors that uses both mechanical and thermal mechanisms. This non-invasive technique can allow for both the thermal ablation of inoperable tumors and the delivery of chemotherapy and immunotherapy while minimizing the risk of infection and shortening the time to recovery. With recent advances, focused ultrasound has been increasingly effective for larger tumors without the need for a craniotomy and can be used with minimal surrounding soft tissue damage. Treatment efficacy is dependent on multiple variables, including blood-brain barrier permeability, patient anatomical features, and tumor-specific features. Currently, many clinical trials are currently underway for the treatment of non-neoplastic cranial pathologies and other non-cranial malignancies. In this article, we review the current state of surgical management of brain tumors using focused ultrasound.",0
"Optogenetics has revolutionized neuroscience understanding by allowing spatiotemporal control over cell-type specific neurons in neural circuits. However, the sluggish development of noninvasive photon delivery in the brain has limited the clinical application of optogenetics. Focused ultrasound (FUS)-derived mechanoluminescence has emerged as a promising tool for in situ photon emission, but there is not yet a biocompatible liquid-phase mechanoluminescence system for spatiotemporal optogenetics. To achieve noninvasive optogenetics with a high temporal resolution and desirable biocompatibility, we have developed liposome (Lipo@IR780/L012) nanoparticles for FUS-triggered mechanoluminescence in brain photon delivery. Synchronized and stable blue light emission was generated in solution under FUS irradiation due to the cascade reactions in liposomes. In vitro tests revealed that Lipo@IR780/L012 could be triggered by FUS for light emission at different stimulation frequencies, resulting in activation of opsin-expressing spiking HEK cells under the FUS irradiation. In vivo optogenetic stimulation further demonstrated that motor cortex neurons could be noninvasively and reversibly activated under the repetitive FUS irradiation after intravenous injection of lipid nanoparticles to achieve limb movements.",0
"The efficacy of many anti-epileptic drugs, including phenytoin (PHT), is reduced by plasma protein binding (PPB) that sequesters therapeutically active drug molecules within the bloodstream. An increase in systemic dose elevates the risk of drug side effects, which demands an alternative technique to increase the unbound concentration of PHT in a region-specific manner. We present a low-intensity focused ultrasound (FUS) technique that locally enhances the efficacy of PHT by transiently disrupting its binding to albumin. We first identified the acoustic parameters that yielded the highest PHT unbinding from albumin among evaluated parameter sets using equilibrium dialysis. Then, rats with chronic mesial temporal lobe epilepsy (mTLE) received four sessions of PHT injection, each followed by 30 min of FUS delivered to the ictal region, across 2 weeks. Two additional groups of mTLE rats underwent the same procedure, but without receiving PHT or FUS. Assessment of electrographic seizure activities revealed that FUS accompanying administration of PHT effectively reduced the number and mean duration of ictal events compared to other conditions, without damaging brain tissue or the blood-brain barrier. Our results demonstrated that the FUS technique enhanced the anti-epileptic efficacy of PHT in a chronic mTLE rodent model by region-specific PPB disruption.",0
"BACKGROUND: Liposuction, the most common body sculpting surgical procedure known today is associated with the risk of numerous complications. A safer and more noninvasive approach involves the use of high-intensity focused ultrasonography (HIFU) lasers, which work by selectively damaging fat tissue through apoptosis or necrosis induction of fat cells. The authors' systematic review was designed to identify the effectiveness of HIFU for nonsurgical facial and body contouring. METHODS: An exhaustive literature search was conducted of the PubMed/MEDLINE, Cochrane Central, Scopus, and EBSCO electronic databases for the period from November of 2005 to July of 2020. The full text of selected articles was reviewed for possible study inclusion, and articles fulfilling the inclusion criteria were recruited. Characteristics of the included studies were noted, and outcomes were assessed. Assessment of quality and risk of bias was performed for all the studies using the RevMan tool and the methodological index for nonrandomized studies. RESULTS: The initial search revealed a total of 4584 citations, of which only 11 were included in the present review: nine used HIFU for recontouring of the abdomen and only two used HIFU over the face and neck. Studies evaluated either the efficacy of HIFU or the safety of its use. The average total energy ranged from 140 to 248 J/cm 2 for the abdominal region and 0.3 to 1.2 J/cm 2 for the face and neck. The focal depth ranged from 1.1 to 1.8 cm. All the studies showed promising results with the use of HIFU. CONCLUSION: HIFU therapy is safe, effective, and minimally invasive, with predictable results when used for body and facial recontouring.",0
"Magnetic resonance-guided focused ultrasound (MRgFUS) lesioning of the ventralis intermedius nucleus (VIM) has shown promise in treating drug-refractory essential tremor (ET). It remains unknown whether focal VIM lesions by MRgFUS have broader restorative effects on information flow within the whole-brain network of ET patients. We applied an information-theoretical approach based on intrinsic ignition and the concept of transfer entropy (TE) to assess the spatiotemporal dynamics after VIM-MRgFUS. Eighteen ET patients (mean age 71.44 years) underwent repeated 3T resting-state functional magnetic resonance imaging combined with Clinical Rating Scale for Tremor (CRST) assessments one day before (T0) and one month (T1) and six months (T2) post-MRgFUS, respectively. We observed increased whole brain ignition-driven mean integration (IDMI) at T1 (p < 0.05), along with trend increases at T2. Further, constraining to motor network nodes, we identified significant increases in information-broadcasting (bilateral supplementary motor area (SMA) and left cerebellar lobule III) and information-receiving (right precentral gyrus) at T1. Remarkably, increased information-broadcasting in bilateral SMA was correlated with relative improvement of the CRST in the treated hand. In addition, causal TE-based effective connectivity (EC) at T1 showed an increase from right SMA to left cerebellar lobule crus II and from left cerebellar lobule III to right thalamus. In conclusion, results suggest a change in information transmission capacity in ET after MRgFUS and a shift towards a more integrated functional state with increased levels of global and directional information flow.",0
"An accurate method for neural stimulation within the brain could be very useful for treating brain circuit dysfunctions and neurological disorders. With the aim of developing such a method, this study investigated the use of piezoelectric molybdenum disulfide nanosheets (MoS2 NS) to remotely convert ultrasound energy into localized electrical stimulation in vitro and in vivo. The application of ultrasound to cells surrounding MoS2 NS required only a single pulse of 2 MHz ultrasound (400 kPa, 1,000,000 cycles, and 500 ms pulse duration) to elicit significant responses in 37.9 ± 7.4% of cells in terms of fluxes of calcium ions without detectable cellular damage. The proportion of responsive cells was mainly influenced by the acoustic pressure, number of ultrasound cycles, and concentration of MoS2 NS. Tests using appropriate blockers revealed that voltage-gated membrane channels were activated. In vivo data suggested that, with ultrasound stimulation, neurons closest to the MoS2 NS were 3-fold more likely to present c-Fos expression than cells far from the NS. The successful activation of neurons surrounding MoS2 NS suggests that this represents a method with high spatial precision for selectively modulating one or several targeted brain circuits.",0
"Focused ultrasound stimulation (FUS) activates mechanosensitive ion channels and is emerging as a method of noninvasive neuromodulation. In preclinical studies, FUS of the spleen (sFUS) activates an anti-inflammatory neural pathway which suppresses acute and chronic inflammation. However, the relevance of sFUS for regulating inflammatory responses in humans is unknown. Here, we used a modified diagnostic ultrasound imaging system to target the spleen of healthy human subjects with 3 min of continuously swept or stationary focused pulsed ultrasound, delivered at three different energy levels within allowable safety exposure limits. Potential anti-inflammatory effects of sFUS were assessed by measuring sFUS-elicited changes in endotoxin-induced tumor necrosis factor (TNF) production in whole blood samples from insonified subjects. We found that stimulation with either continuously swept or focused pulsed ultrasound has an anti-inflammatory effect: sFUS lowers TNF production for >2 h, with TNF returning to baseline by 24 h following sFUS. This response is independent of anatomical target (i.e., spleen hilum or parenchyma) or ultrasound energy level. No clinical, biochemical, or hematological parameters are adversely impacted. This is the first demonstration that sFUS suppresses the normal inflammatory response in humans, with potential implications for noninvasive bioelectronic therapy of inflammatory disorders.",0
"BACKGROUND: Locally recurrent prostate cancer following primary external beam radiotherapy without distant metastasis is a challenging problem, with no current consensus on the optimal management of these patients. Traditional whole-gland salvage treatments offered up to a 50% 5-year disease-free survival rate but with troubling levels of risk for significant complications. Recent progress in advanced imaging techniques has allowed a more accurate selection of patients with local-only recurrence and a selection of patients that may be suitable for newer partial-gland salvage treatments that may reduce late complications. METHODS: This article reviews advances in patient selection and provides an overview of whole- and partial-gland salvage results from selected recent meta-analyses, multi-institutional series, and studies from centers of excellence for these treatment approaches. RESULTS: Salvage radical prostatectomy produces 5-year relapse-free survival (RFS) rates in the 50%-60% range with severe gastrointestinal (GI) toxicity in < 2% but severe genitourinary (GU) toxicity in 15%-23% of patients. The whole-gland options of high and low dose rate brachytherapy and stereotactic body radiation therapy appear to offer similar 5-year control rates, with low severe GU and GI toxicity rates of 4%-8% and <2%, respectively. Cryotherapy and high-intensity focused ultrasound (HIFU) offer similar 5-year RFS rates but carry significant risks for severe GU and GI toxicity in the range of 10%-27% and <2%, respectively. Early results of partial-gland salvage techniques in selected patients appear promising, with 3-year RFS rates of 48%-72% and rare grade 3 toxicity. CONCLUSION: It is important to understand the relative effectiveness and risks of the various treatment options to effectively counsel patients who face this distressing clinical situation. Whole-gland salvage options offer the possibility of long-term control but with significant risks of severe toxicity. Emerging data for the partial-gland salvage options in appropriately selected patients may offer hope of reasonable control rates with reduced severe toxicity.",0
"Our aim is to summarize the new European Resuscitation Council (ERC) 2021 guidelines on paediatric life support. In children, exhaustion of compensatory mechanisms in respiratory or circulatory failure leads to cardiac arrest. Recognition and treatment of children in critical condition are the most important element of its prevention. With the ABCDE approach, life-threatening problems can be identified and treated using simple interventions (bag-mask ventilation, intraosseous access, fluid bolus, etc.). Important new recommendations: 4-hand ventilation during bag-mask ventilation, target saturation of 94-98% during oxygen therapy, and fluid bolus of 10 ml/kg. In pediatric basic life support, if there is no normal breathing after 5 initial rescue breaths in absence of signs of life, chest compression should be initiated immediately using primarily two-thumb encircling method for infants. Recommended rate is 100-120/min, ratio of compression to ventilation is 15 : 2. Pediatric advanced life support is a teamwork. The structure of the algorithm is unchanged, high-quality chest compression is still a paramount. Recognition and treatment of potential reversible causes (4H-4T) and the decisive role of focused ultrasound are emphasized. New features: recommendation of 4-hand technique bag-mask ventilation, role of capnography, and age-dependent ventilatory rate in the case of continuous chest compression after endotracheal intubation. Drug therapy is unchanged, the fastest way to administer adrenaline during resuscitation is via intraosseous access. Treatment after return of spontaneous circulation decisively influences neurological outcome. Patient care is further based on the ABCDE scheme. Important goals are maintaining normoxia, normocapnia, avoiding hypotension, hypoglycemia, fever and use of targeted temperature management. Orv Hetil. 2023; 164(12): 463-473.",0
"PRCIS: Ultrasound cyclo plasty (UCP) using high-intensity focused ultrasound is an effective and safe procedure in lowering intraocular pressure (IOP) in patients with glaucoma, even in those with high myopia. PURPOSE: This study aimed to evaluate the efficacy and safety of UCP in glaucoma patients with high myopia. MATERIALS AND METHODS: In this retrospective, single-center study, we enrolled 36 eyes divided into 2 groups based on axial length: group A (≥26.00 mm) and group B (<26.00 mm). We collected data about visual acuity, Goldmann applanation tonometry, biomicroscopy, and visual field before the procedure and at 1, 7, 30, 60, 90, 180, and 365 days after the procedure. RESULTS: Mean IOP significantly decreased in both groups after treatment ( P <0.001). Mean IOP reduction from baseline to the last visit was 9.8±6.6 mmHg (38.7%) in group A and 9.6±6.3 mmHg (34.8%) in group B ( P <0.001). Mean IOP at the last visit was 15.8±4.1 mmHg in the myopic group and 18.1±5.6 mmHg in the non-myopic one. Regarding the number of IOP-lowering eyedrops being taken by our patients, statistically significant differences were found between groups A and B neither at baseline (2.8±0.9 and 2.6±1.0; P =0.568) nor 1 year after the procedure (2.5±1.1 and 2.6±1.1; P =0.762). No major complications occurred. All minor adverse events resolved within a few days. CONCLUSION: UCP seems to be an effective and well-tolerated strategy to lower IOP in glaucoma patients with high myopia.",0
"Minimally invasive ablation has been widely applied for treatment of various solid tumors, including hepatocellular carcinoma, renal cell carcinoma, breast carcinomas, etc. In addition to removing the primary tumor lesion, ablative techniques are also capable of improving the anti-tumor immune response by inducing immunogenic tumor cell death and modulating the tumor immune microenvironment, which may be of great benefit to inhibit the recurrent metastasis of residual tumor. However, the short-acting activated anti-tumor immunity of post-ablation will rapidly reverse into an immunosuppressive state, and the recurrent metastasis owing to incomplete ablation is closely associated with a dismal prognosis for the patients. In recent years, numerous nanoplatforms have been developed to improve the local ablative effect through enhancing the targeting delivery and combining it with chemotherapy. Particularly, amplifying the anti-tumor immune stimulus signal, modulating the immunosuppressive microenvironment, and improving the anti-tumor immune response with the versatile nanoplatforms have heralded great application prospects for improving the local control and preventing tumor recurrence and distant metastasis. This review discusses recent advances in nanoplatform-potentiated ablation-immune synergistic tumor therapy, focusing on common ablation techniques including radiofrequency, microwave, laser, and high-intensity focused ultrasound ablation, cryoablation, and magnetic hyperthermia ablation, etc. We discuss the advantages and challenges of the corresponding therapies and propose possible directions for future research, which is expected to provide references for improving the traditional ablation efficacy.",0
"Novel treatment options for uterine fibroids, such as uterine artery embolization (UAE), ultrasound-guided and magnetic resonance-guided high-intensity focused ultrasound (USgHIFU and MRgHIFU), and transcervical radiofrequency ablation (TFA) methods, are widely used in clinical practice. This systematic review and meta-analysis (CRD42022297312) aims to assess and compare reproductive and obstetric outcomes in women who underwent these minimally invasive approaches for uterine fibroids. The search was performed in PubMed, Google Scholar, ScienceDirect, Cochrane Library, Scopus, Web of Science and Embase. Risk of bias was assessed using the Newcastle-Ottawa Scale (NOS) and Cochrane guidelines. The articles were selected to meet the following eligibility criteria: (1) research article, (2) human subject research, and (3) the study of pregnancy outcomes after the treatment of uterine fibroids by either one of three methods-UAE, HIFU, and TFA. The analysis of 25 eligible original articles shows a similar rate of live births for UAE, USgHIFU, MRgHIFU, and TFA (70.8%, 73.5%, 70%, and 75%, respectively). The number of pregnancies varied considerably among these studies, as well as the mean age of pregnant women. However, the results of pregnancy outcomes for TFA are insufficient to draw firm conclusions, since only 24 women became pregnant in these studies, resulting in three live births. The miscarriage rate was highest in the UAE group (19.2%). USgHIFU was associated with a higher rate of placental abnormalities compared to UAE (2.8% vs. 1.6%). The pooled estimate of pregnancies was 17.31% to 44.52% after UAE, 18.69% to 78.53% after HIFU, and 2.09% to 7.63% after TFA. The available evidence confirmed that these minimally invasive uterine-sparing treatment options for uterine fibroids are a good approach for patients wishing to preserve their fertility, with comparable reproductive and obstetric outcomes among the different techniques.",0
"The blood-brain barrier (BBB) is a sophisticated structure whose full functionality is required for maintaining the executive functions of the central nervous system (CNS). Tight control of transport across the barrier means that most drugs, particularly large size, which includes powerful biologicals, cannot reach their targets in the brain. Notwithstanding the remarkable advances in characterizing the cellular nature of the BBB and consequences of BBB dysfunction in pathology (brain metastasis, neurological diseases), it remains challenging to deliver drugs to the CNS. Herein, we outline the basic architecture and key molecular constituents of the BBB. In addition, we review the current status of approaches that are being explored to temporarily open the BBB in order to allow accumulation of therapeutics in the CNS. Undoubtedly, the major concern in field is whether it is possible to open the BBB in a meaningful way without causing negative consequences. In this context, we have also listed few other important key considerations that can improve our understanding about the dynamics of the BBB.",0
"OBJECTIVE: The blood-brain barrier (BBB) is an obstacle for molecules to pass through from blood to the brain. Focused ultrasound is a new method which temporarily opens the BBB, which makes pharmaceutical delivery or removal of neurodegenerative proteins possible. This study was demonstrated to review our BBB opening procedure with magnetic resonance guided images and find specific patterns in the BBB opening. METHODS: In this study, we reviewed the procedures and results of two clinical studies on BBB opening using focused ultrasound regarding its safety and clinical efficacy. Magnetic resonance images were also reviewed to discover any specific findings. RESULTS: Two clinical trials showed clinical benefits. All clinical trials demonstrated safe BBB opening, with no specific side effects. Magnetic resonance imaging showed temporary T1 contrast enhancement in the sonication area, verifying the BBB opening. Several low-signal intensity spots were observed in the T2 susceptibility-weighted angiography images, which were also reversible and temporary. Although these spots can be considered as microbleeding, evidence suggests these are not ordinary microbleeding but an indicator for adequate BBB opening. CONCLUSION: Magnetic resonance images proved safe and efficient BBB opening in humans, using focused ultrasound.",0
"Emerging holographic haptic interfaces focus ultrasound in air to enable their users to touch, feel, and manipulate three-dimensional virtual objects. However, current holographic haptic systems furnish tactile sensations that are diffuse and faint, with apparent spatial resolutions that are far coarser than would be theoretically predicted from acoustic focusing. Here, we show how the effective spatial resolution and dynamic range of holographic haptic displays are determined by ultrasound-driven elastic wave transport in soft tissues. Using time-resolved optical imaging and numerical simulations, we show that ultrasound-based holographic displays excite shear shock wave patterns in the skin. The spatial dimensions of these wave patterns can exceed nominal focal dimensions by more than an order of magnitude. Analyses of data from behavioral and vibrometry experiments indicate that shock formation diminishes perceptual acuity. For holographic haptic displays to attain their potential, techniques for circumventing shock wave artifacts, or for exploiting these phenomena, are needed.",0
"Low-intensity ultrasound (LI-US) is a non-invasive stimulation technique that has emerged in recent years and has been shown to have positive effects on neuromodulation, fracture healing, inflammation improvement, and metabolic regulation. This study reports the conclusions of a bibliometric analysis of LI-US. Input data for the period between 1995 and 2022, including 7209 related articles in the field of LI-US, were collected from the core library of the Web of Science (WOS) database. Using these data, a set of bibliometric indicators was obtained to gain knowledge on different aspects: global production, research areas, and sources analysis, contributions of countries and institutions, author analysis, citation analysis, and keyword analysis. This study combined the data analysis capabilities provided by the WOS database, making use of two bibliometric software tools: R software and VOS viewer to achieve analysis and data exploration visualization, and predicted the further development trends of LI-US. It turns out that the United States and China are co-leaders while Zhang ZG is the most significant author in LI-US. In the future, the hot spots of LI-US will continue to focus on parameter research, mechanism discussion, safety regulations, and neuromodulation applications.",0
