abstract,fus_related
"To compare the treatment efficacies of high-intensity focused ultrasound (HIFU), HIFU combined with gonadotrophin-releasing hormone agonist (GnRH-a), and HIFU combined with GnRH-a and levonorgestrel-releasing intrauterine system (LNG-IUS) for adenomyosis. We conducted a literature search in SCIENCE DIRECT, COCHRANE LIBRARY, WILLEY ONLINE LIBRARY, PUBMED, and TAYLOR FRANCIS. A total of 471 articles identified, 12 were included in a systematic review, and 11 of them deemed quantitively eligible included in the meta-analysis. The efficacies of the three treatment regimens were assessed using the dysmenorrhea and menstrual scores at 3, 6, 12, 24 months. Of the three regimens, HIFU combined with GnRH-a and LNG-IUS provides the best outcome. On dysmenorrhea score at 6 months there was significantly different higher heterogeneity with P < 0.00001 (I2 = 100% WMD 21.44 [6.34, 36.53]) with statistical significance P = 0.005. At 12 months there was significantly different higher heterogeneity P < 0.00001 (I2 = 100% WMD 23.47 [6.00, 40.94]) with statistically significant P < 0.008. At 24 months there was significantly different higher heterogeneity P < 0.0005 (I2 = 92% WMD 6.05 [4.81, 7.30]) with statistical significance P < 0.00001. HIFU combined with GnRH-a and LNG-IUS on menstrual score at 3 months was significantly different higher heterogeneity with P < 0.00001 (I2 = 100% WMD 56.23 [16.01, 96.45]) with statistical significance P = 0.006. At 6 months there was significantly different higher heterogeneity P < 0.00001 (I2 = 99% WMD 93.86 [64.15, 123.57]) with statistical significance P < 0.00001. At 12 months there was significantly different higher heterogeneity P < 0.00001 (I2 = 99% WMD 97.13 [67.81, 126.46]) with statistical significance P < 0.00001 compared to treatments with only HIFU and HIFU combined with GnRH-a. HIFU combined with GnRH-a and LNG-IUS treatment is more effective than only HIFU monotherapy and HIFU combined with GnRH-a.",0
"OBJECTIVES: To assess the comparative safety and effectiveness of two prostate cancer treatment ablation modalities-irreversible electroporation (IRE) and high-intensity focused ultrasound (HIFU).  METHODS: Two systematic literature reviews (SLRs) and meta-analyses (MAs) on IRE and HIFU were conducted in accordance with PRISMA guidelines. Searches were conducted in PubMed and EMBASE. Independent reviewers assessed literature eligibility and abstracted safety and effectiveness data. Oncological, safety, functional, and quality of life (QOL) outcomes were examined for each technology. MAs were conducted where data quality and availability allowed, using normal methods and a random/mixed effects model, and quality assessments performed. RESULTS: Fifty-five publications (n=22 IRE; n=33 HIFU) were included in the SLRs, and MAs were conducted on negative in-field post-procedure biopsy, prostate-specific antigen (PSA) level reduction, potency, urinary continence, and AE rate outcomes. MAs revealed that IRE patients had lower mean percent PSA level reductions, higher mean rates of in-field negative post-treatment biopsy, and higher rates of potency maintenance than HIFU patients. Most adverse events (AEs) reported were comparable and minor (Grades I, II), with urinary tract infection, dysuria, hematuria, and incontinence or urgency most frequently reported. The proportion of patients experiencing a severe AE (≥Grade III) ranged from 0 to 8% after IRE and HIFU. Both modalities were associated with positive functional outcomes as well as maintenance of QOL after treatment. CONCLUSIONS: Both IRE and HIFU were found to produce favorable effectiveness outcomes and have low complication rates while minimally impacting patient urinary and erectile function and maintaining overall QOL. These real-world findings can help guide clinical decision making and improve disease management for patients with prostate cancer.",0
"BACKGROUND: neurosurgical interventions such as MR-guided focused ultrasound (MRgFUS) are increasingly deployed for treatment of essential tremor. OBJECTIVE: to make recommendations for monitoring treatment effects during and after MRgFUS based on our investigation of correlations between different scales of tremor severity. METHODS: twenty-five clinical assessments were collected from thirteen patients before and after unilateral MRgFUS sequential lesioning of the thalamus and posterior subthalamic area for alleviating essential tremor. Scales included Bain Findley Spirography (BFS), Clinical Rating Scale for Tremor (CRST), Upper Extremity Total Tremor Score (UETTS) and Quality of Life of Essential Tremor (QUEST), and were documented at baseline, while lying in the scanner with stereotactic frame attached (BFS), and at 24-month follow-up. RESULTS: the four different scales of tremor severity all correlated significantly. BFS and CRST showed a strong correlation of 0.833 (p < 0.001). BFS, UETTS and CRST correlated moderately with QUEST (ρ = 0.575-0.721, p < 0.001). BFS and UETTS correlated significantly with all CRST subparts, with the strongest correlation between UETTS and CRST part C (ρ = 0.831, p < 0.001). Moreover, BFS drawn sitting upright in an outpatient setting correlated with spirals drawn in a supine position on the scanner bed with the stereotactic frame attached. CONCLUSION: we recommend a combination of BFS & UETTS for intraoperative assessment of awake essential tremor patients and BFS & QUEST for pre-operative and follow-up assessments, as these scale sets are quick and simple to collect and provide meaningful information whilst meeting the practical constraints of intraoperative assessment.",0
"OBJECTIVE: Currently available cytotoxic treatments have limited effect on pancreatic ductal adenocarcinoma (PDAC) because desmoplastic stroma limits drug delivery. Efforts have been made to overcome these barriers by drug targeting the tumor microenvironment. Results so far are promising, but without clinical impact. Our aim was to investigate whether ultrasound and microbubbles could improve the uptake and therapeutic response of conventional chemotherapy. METHODS: Orthotopic pancreatic tumors growing in mice were treated with commercially available FOLFIRINOX (fluorouracil, irinotecan, oxaliplatin and calcium folinate) and SonoVue microbubbles combined with focused ultrasound. Tumor uptake of platinum (Pt) was measured by inductively coupled plasma mass spectroscopy (ICP-MS), and tumor volumes were measured by ultrasound imaging. DISCUSSION: Uptake of Pt, the active ingredient of oxaliplatin, was significantly increased after ultrasound treatment of orthotopic PDAC tumors. Multiple injections with FOLFIRONOX increased the amount of Pt in tumors. However, the enhanced accumulation did not improve therapeutic response. Increased uptake of Pt confirms that ultrasound and microbubbles have potential in clinical practice with existing drugs. CONCLUSION: The lack of therapeutic response, despite increased uptake in tumor tissue, emphasizes the importance of studying how to overcome stromal barriers.",0
"Background.Noninvasive and cell-type-specific neuromodulation tools are critically needed for probing intact brain function. Sonogenetics for noninvasive activation of neurons engineered to express thermosensitive transient receptor potential vanilloid 1 (TRPV1) by transcranial focused ultrasound (FUS) was recently developed to address this need. However, using TRPV1-mediated sonogenetics to evoke behavior by targeting the cortex is challenged by its proximity to the skull due to high skull absorption of ultrasound and increased risks of thermal-induced tissue damage.Objective.This study evaluated the feasibility and safety of TRPV1-mediated sonogenetics in targeting the motor cortex to modulate the locomotor behavior of freely moving mice.Approach.Adeno-associated viral vectors was delivered to the mouse motor cortex via intracranial injection to express TRPV1 in excitatory neurons. A wearable FUS device was installed on the mouse head after a month to control neuronal activity by activating virally expressed TRPV1 through FUS sonication at different acoustic pressures. Immunohistochemistry staining ofex vivobrain slices was performed to verify neuron activation and evaluate safety.Results.TRPV1-mediated sonogenetic stimulation at 0.7 MPa successfully evoked rotational behavior in the direction contralateral to the stimulation site, activated cortical neurons as indicated by the upregulation of c-Fos, and did not induce significant changes in inflammatory or apoptotic markers (GFAP, Iba1, and Caspase-3). Sonogenetic stimulation of TRPV1 mice at a higher acoustic pressure, 1.1 MPa, induced significant changes in motor behavior and upregulation of c-Fos compared with FUS sonication of naïve mice at 1.1 MPa. However, signs of damage at the meninges were observed at 1.1 MPa.Significance.TRPV1-mediated sonogenetics can achieve effective and safe neuromodulation at the cortex with carefully selected FUS parameters. These findings expand the application of this technique to include superficial brain targets.",0
"The pathophysiology of Parkinson's disease (PD) tremor remains incompletely understood and there is a lack of clinical trials specifically addressing its pharmacological treatment. Levodopa is the most efficacious drug for most patients and should be used as primary approach to control troublesome tremor. While the efficacy of oral dopamine agonists on PD tremor has been demonstrated in controlled trials, there is no evidence of greater antitremor efficacy compared to levodopa. The magnitude of the antitremor effect of anticholinergics is generally lower than that of levodopa. Due to their adverse effects, anticholinergics have a limited role in selected young and cognitively intact patients. Propranolol may improve resting and action tremor and may be considered as an adjunct in patients with insufficient tremor response to levodopa and this also applies to clozapine, despite its unfavorable adverse effect profile. Treating motor fluctuations with MAO-B and COMT inhibitors, dopamine agonists, amantadine, or on-demand treatments such as subcutaneous or sublingual apomorphine and inhaled levodopa as well as with continuous infusions of levodopa or apomorphine will improve off period tremor episodes. For patients with drug-refractory PD tremor despite levodopa optimization deep brain stimulation and focused ultrasound are first-line considerations. Surgery can also be highly effective for the treatment medication-refractory tremor in selected patients without motor fluctuations. The present review highlights the clinical essentials of parkinsonian tremor, critically examines available trial data on the effects of medication and surgical approaches and provides guidance for the choice of treatments to control PD tremor in clinical practice.",0
"To improve the ultrasonic energy and realize far-field ultrasonic abrasive machining of complex surfaces, a spherical-array-focused ultrasonic abrasive machining system was established. By combining ultrasonic field simulation, detection and a single-factor experiment, the influences of the ultrasonic generator current, abrasive concentration, and particle size on the material removal properties and surface quality evolution of quartz glass were investigated. When the current was less than 0.4 A, the material removal showed plastic removal at the nanoscale. When the current was more than 0.5 A, the cavitation phenomenon formed micron-scale impact removal traces on the workpiece surface. The increase in abrasive concentration increased the impact density and material removal rate, while excessive abrasive concentration increased the impeding effect between abrasive particles and reduced the material removal rate. Moreover, the increase in abrasive particle concentration enhanced heterogeneous cavitation nucleation, promoted the removal of abrasive impact materials under the action of a cavitation jet, and inhibited the removal of direct surface cavitation. The abrasive particle size affects the heterogeneous cavitation nucleation and the acceleration of the cavitation jet on abrasive particles, which affects the material removal rate and surface quality. By controlling the energy of the focused ultrasound and abrasive parameters, the plastic or brittle domain removal of quartz glass can be achieved at the micro- and nanoscales.",0
"An accurate method for neural stimulation within the brain could be very useful for treating brain circuit dysfunctions and neurological disorders. With the aim of developing such a method, this study investigated the use of piezoelectric molybdenum disulfide nanosheets (MoS2 NS) to remotely convert ultrasound energy into localized electrical stimulation in vitro and in vivo. The application of ultrasound to cells surrounding MoS2 NS required only a single pulse of 2 MHz ultrasound (400 kPa, 1,000,000 cycles, and 500 ms pulse duration) to elicit significant responses in 37.9 ± 7.4% of cells in terms of fluxes of calcium ions without detectable cellular damage. The proportion of responsive cells was mainly influenced by the acoustic pressure, number of ultrasound cycles, and concentration of MoS2 NS. Tests using appropriate blockers revealed that voltage-gated membrane channels were activated. In vivo data suggested that, with ultrasound stimulation, neurons closest to the MoS2 NS were 3-fold more likely to present c-Fos expression than cells far from the NS. The successful activation of neurons surrounding MoS2 NS suggests that this represents a method with high spatial precision for selectively modulating one or several targeted brain circuits.",0
"OBJECTIVE: Focused ultrasound ablation (FUSA) is an emerging treatment for neurological and psychiatric diseases. We describe the initial experience from a pilot, open-label, single-center clinical trial of unilateral anterior nucleus of the thalamus (ANT) FUSA in patients with treatment-refractory epilepsy. METHODS: Two adult subjects with treatment-refractory, focal onset epilepsy were recruited. The subjects received ANT FUSA using the Exablate Neuro (Insightec) system. We determined the safety and feasibility (primary outcomes), and changes in seizure frequency (secondary outcome) at 3, 6, and 12 months. Safety was assessed by the absence of side effects, that is, new onset neurological deficits or performance deterioration on neuropsychological testing. Feasibility was defined as the ability to create a lesion within the anterior nucleus. The monthly seizure frequency was compared between baseline and postthalamotomy. RESULTS: The patients tolerated the procedure well, without neurological deficits or serious adverse events. One patient experienced a decline in verbal fluency, attention/working memory, and immediate verbal memory. Seizure frequency reduced significantly in both patients; one patient was seizure-free at 12 months, and in the second patient, the frequency reduced from 90-100 seizures per month to 3-6 seizures per month. SIGNIFICANCE: This is the first known clinical trial to assess the safety, feasibility, and preliminary efficacy of ANT FUSA in adult patients with treatment-refractory focal onset epilepsy.",0
"OBJECTIVE: Medial thalamotomies were introduced in the late 1940s. Pain relief was shown to be achieved for all body locations. With some exceptions, these early relatively small series showed frequent, more or less complete recurrence of the original pain. The posterior part of the central lateral nucleus in the human medial thalamus was identified in the 1990s using multiarchitectonic studies and intraoperative single-cell recordings and was confirmed as a surgical target. This retrospective patient series extended over 11 years. Its goal was to demonstrate the efficacy and risk profile of the MR-guided focused ultrasound (MRgFUS) central lateral thalamotomy (CLT) against chronic and therapy-resistant neuropathic (i.e., neurogenic) pain. METHODS: In this single-center, nonrandomized retrospective cross-sectional analysis of consecutive patients, 63 consecutive MRgFUS CLT interventions were performed in 55 patients. RESULTS: The mean follow-up duration was 55 months. A total of 112 CLT targets were performed, and the CLT was applied bilaterally in 48 patients and contralateral to their pain in 7 patients. Repeat MRgFUS interventions were performed in 8 patients. One serious adverse event with numbness of the upper lip was recorded. The mean pain relief rated by patients was 42% ± 32% at 3 months, 43% ± 36% at 1 year, and 42% ± 37% at the last follow-up (n = 63). The proportions of cases with ≥ 30% pain relief were 65% at 3 months, 63% at 1 year, and 61% at the last follow-up. Good outcomes (≥ 50% pain relief) were found in 54% of patients at 3 months, 49% at 1 year, and 51% at the last follow-up. The reduction in mean VAS scores showed similar percentage reductions as those for pain relief (-41% for continuous pain and -49% for pain attacks) at the 1-year follow-up. The mean frequency of pain attacks was reduced by 92%. Allodynia was reduced or suppressed in 68% of patients and never appeared de novo after MRgFUS CLT. CONCLUSIONS: These results suggest that MRgFUS CLT against neuropathic pain is a safe approach and its results are stable over time. At a mean follow-up duration of 55 months, the mean pain relief was 42% and more than 50% of patients still reported ≥ 50% pain relief. Patients with classical and idiopathic trigeminal neuralgia reported a higher mean pain relief compared with the whole patient group.",0
"Introduction: The side effects of conventional therapy for acute deep vein thrombosis (DVT) are severe, with inflammatory reactions playing a pivotal role. It is particularly important to explore new ways of treatment thrombosis by targeting inflammatory factors. Methods: A targeted microbubble contrast agent was prepared using the biotin-avidin method. The 40 DVT model rabbits were established and divided into four groups according to different treatment regimens. The four coagulation indexes, TNF-α, and D-dimer content of experimental animals were measured before modeling and before and after treatment, and the thrombolysis was assessed by ultrasound imaging. Finally, the results were verified by pathology. Results and Discussion: Fluorescence microscopy verified the successful preparation of targeted microbubbles. Among the groups, PT, APTT, and TT in Group II-IV were longer than those in Group I (all p < 0.05). FIB and D-dimer content were lower than those in Group I (all p < 0.05), and TNF-α content in Group IV was lower than that in Group I-III (all p < 0.05). Pairwise comparison before modeling and before treatment and after treatment showed that, after treatment, the PT, APTT, and TT in Group II-IV were longer than those before modeling (all p < 0.05). The contents of FIB and D-dimer were lower than those before modeling and before treatment (all p < 0.05). The content of TNF-α decreased significantly only in Group IV, but increased in the other three groups. Targeted microbubbles combined with Low-power focused ultrasound can reduce inflammation, significantly promote thrombolysis, and provide new ideas and methods for the diagnosis and treatment of acute DVT.",0
"BACKGROUND: High-intensity focused ultrasound (HIFU) has been developed for the treatment of skin wrinkles on the face, neck, and body. OBJECTIVES: This study aimed to evaluate the effects of a home-used HIFU device on wrinkles in mice based on the expression of fibrosis-related genes and proteins. METHODS: The backs of 20-week-old mice were treated with a home-used HIFU using the following probes: 4 MHz, 1.5 mm focal depth. The treated mice were compared with young mice by histological examination, real-time polymerase chain reaction (PCR), and immunohistochemistry. Histological examination was performed by trichrome staining. Real-time PCR and immunohistochemistry were conducted to determine the expression of collagen types I and III, matrix metalloproteinase (MMP)-1, and tissue inhibitor of metalloproteinase (TIMP)-1. RESULTS: Dermal thickness was increased after treatment with the home-used HIFU device at 30 and 60 s per day for 1 week or 30 and 60 s per day for 2 weeks on trichrome. Gene and protein expression of collagen types I and III and elastin were increased after treatment with HIFU at all options of 30 and 60 s per day for 1 week or 30 and 60 s per day for 2 weeks. Gene and protein expressions of MMP-1 and TIMP-1 were decreased after treatment with HIFU device at 30 and 60 s per day for 1 week or 30 and 60 s per day for 2 weeks. CONCLUSION: The home-used HIFU device can be an effective therapeutic modality for skin tightening.",0
"Background and Purpose- The prediction of long-term outcomes in ischemic stroke patients may be useful in treatment decisions. Machine learning techniques are being increasingly adapted for use in the medical field because of their high accuracy. This study investigated the applicability of machine learning techniques to predict long-term outcomes in ischemic stroke patients. Methods- This was a retrospective study using a prospective cohort that enrolled patients with acute ischemic stroke. Favorable outcome was defined as modified Rankin Scale score 0, 1, or 2 at 3 months. We developed 3 machine learning models (deep neural network, random forest, and logistic regression) and compared their predictability. To evaluate the accuracy of the machine learning models, we also compared them to the Acute Stroke Registry and Analysis of Lausanne (ASTRAL) score. Results- A total of 2604 patients were included in this study, and 2043 (78%) of them had favorable outcomes. The area under the curve for the deep neural network model was significantly higher than that of the ASTRAL score (0.888 versus 0.839; P<0.001), while the areas under the curves of the random forest (0.857; P=0.136) and logistic regression (0.849; P=0.413) models were not significantly higher than that of the ASTRAL score. Using only the 6 variables that are used for the ASTRAL score, the performance of the machine learning models did not significantly differ from that of the ASTRAL score. Conclusions- Machine learning algorithms, particularly the deep neural network, can improve the prediction of long-term outcomes in ischemic stroke patients.",0
"Although ultrasonography is an important cost-effective imaging modality, technical improvements are needed before its full potential is realized for accurate and reproducible monitoring of carotid disease and plaque burden. 2D viewing of 3D anatomy, using conventional ultrasonography limits our ability to quantify and visualize carotid disease and is partly responsible for the reported variability in diagnosis and monitoring of disease progression. Efforts of investigators have focused on overcoming these deficiencies by developing 3D ultrasound imaging techniques that are capable of acquiring B-mode, color Doppler and power Doppler images of the carotid arteries using existing conventional ultrasound systems, reconstructing the information into 3D images, and then allowing interactive viewing of the 3D images on inexpensive desktop computers. In addition, the availability of 3D ultrasound images of the carotid arteries has allowed the development of techniques to quantify plaque volume and surface morphology as well as allowing registration with other 3D imaging modalities. This paper describes 3D ultrasound imaging techniques used to image the carotid arteries and summarizes some of the developments aimed at quantifying plaque volume and morphology.",0
"Clinical Decision Support Systems (CDSS) provide an efficient way to diagnose the presence of diseases such as breast cancer using ultrasound images (USIs). Globally, breast cancer is one of the major causes of increased mortality rates among women. Computer-Aided Diagnosis (CAD) models are widely employed in the detection and classification of tumors in USIs. The CAD systems are designed in such a way that they provide recommendations to help radiologists in diagnosing breast tumors and, furthermore, in disease prognosis. The accuracy of the classification process is decided by the quality of images and the radiologist’s experience. The design of Deep Learning (DL) models is found to be effective in the classification of breast cancer. In the current study, an Ensemble Deep-Learning-Enabled Clinical Decision Support System for Breast Cancer Diagnosis and Classification (EDLCDS-BCDC) technique was developed using USIs. The proposed EDLCDS-BCDC technique was intended to identify the existence of breast cancer using USIs. In this technique, USIs initially undergo pre-processing through two stages, namely wiener filtering and contrast enhancement. Furthermore, Chaotic Krill Herd Algorithm (CKHA) is applied with Kapur’s entropy (KE) for the image segmentation process. In addition, an ensemble of three deep learning models, VGG-16, VGG-19, and SqueezeNet, is used for feature extraction. Finally, Cat Swarm Optimization (CSO) with the Multilayer Perceptron (MLP) model is utilized to classify the images based on whether breast cancer exists or not. A wide range of simulations were carried out on benchmark databases and the extensive results highlight the better outcomes of the proposed EDLCDS-BCDC technique over recent methods. In the literature, there exist plenty of research works focused on the detection and classification of breast cancer. However, only a few works have focused on the classification of breast cancer using ultrasound scan images. Although deep transfer learning models are useful in breast cancer classification, owing to their outstanding performance in a number of applications, image pre-processing and segmentation techniques are essential. In this context, the current study developed a new Ensemble Deep-Learning-Enabled Clinical Decision Support System for the diagnosis and classification of breast cancer using ultrasound images. In the study, an optimal multi-level thresholding-based image segmentation technique was designed to identify the tumor-affected regions. The study also developed an ensemble of three deep learning models for feature extraction and an optimal machine learning classifier for breast cancer detection. The study offers a means of assisting radiologists and healthcare professionals in the breast cancer classification process.",0
